               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 326,            0.030722,           0.0073118,                   0,             0.98162,             0.96875,              0.9801,             0.73099,            0.021597,           0.0048317,                   0,           0.0019563,           0.0019563,           0.0019563
                 327,            0.029407,           0.0092526,                   0,              0.9804,             0.96875,             0.98018,             0.76298,            0.020558,           0.0048424,                   0,           0.0019315,           0.0019315,           0.0019315
                 328,             0.03498,           0.0081841,                   0,              0.9804,             0.96875,             0.98018,             0.76298,            0.020558,           0.0048424,                   0,           0.0019068,           0.0019068,           0.0019068
                 329,             0.02845,           0.0083591,                   0,             0.97987,             0.96875,             0.98018,             0.74221,            0.020193,           0.0048568,                   0,            0.001882,            0.001882,            0.001882
                 330,            0.029589,           0.0084907,                   0,             0.97713,             0.96875,             0.98041,             0.74862,            0.019208,            0.004817,                   0,           0.0018572,           0.0018572,           0.0018572
                 331,            0.030275,           0.0070892,                   0,             0.97533,             0.96875,             0.98034,             0.76882,            0.018585,           0.0047809,                   0,           0.0018325,           0.0018325,           0.0018325
                 332,            0.030525,           0.0079957,                   0,             0.97533,             0.96875,             0.98034,             0.76882,            0.018585,           0.0047809,                   0,           0.0018077,           0.0018077,           0.0018077
                 333,            0.030047,           0.0090592,                   0,             0.97285,             0.96875,             0.98034,             0.77291,            0.018778,           0.0047572,                   0,            0.001783,            0.001783,            0.001783
                 334,            0.034978,           0.0078182,                   0,             0.97761,             0.96875,             0.98057,             0.79116,            0.019026,           0.0047199,                   0,           0.0017582,           0.0017582,           0.0017582
                 335,            0.032767,           0.0093558,                   0,             0.97817,             0.96875,             0.98106,             0.79192,            0.019002,           0.0046916,                   0,           0.0017335,           0.0017335,           0.0017335
                 336,             0.03111,           0.0084091,                   0,             0.97817,             0.96875,             0.98106,             0.79192,            0.019002,           0.0046916,                   0,           0.0017087,           0.0017087,           0.0017087
                 337,            0.033674,           0.0080233,                   0,             0.97935,             0.96875,             0.98106,             0.77679,            0.019152,           0.0046841,                   0,            0.001684,            0.001684,            0.001684
                 338,            0.033005,           0.0095959,                   0,             0.98036,             0.96875,             0.98131,              0.8104,            0.018537,           0.0046891,                   0,           0.0016592,           0.0016592,           0.0016592
                 339,            0.026151,           0.0090618,                   0,             0.98092,             0.96875,             0.98131,             0.81643,            0.018871,           0.0047063,                   0,           0.0016345,           0.0016345,           0.0016345
                 340,            0.030725,           0.0064559,                   0,             0.98092,             0.96875,             0.98131,             0.81643,            0.018871,           0.0047063,                   0,           0.0016097,           0.0016097,           0.0016097
                 341,             0.03018,           0.0069979,                   0,              0.9809,             0.96875,             0.98131,             0.83429,            0.018606,           0.0046817,                   0,            0.001585,            0.001585,            0.001585
                 342,            0.030311,            0.008147,                   0,             0.98074,             0.96875,             0.98131,             0.83441,            0.017931,             0.00464,                   0,           0.0015602,           0.0015602,           0.0015602
                 343,            0.030123,           0.0078099,                   0,             0.98112,             0.96875,             0.98106,             0.80568,            0.018385,           0.0046388,                   0,           0.0015355,           0.0015355,           0.0015355
                 344,            0.034317,           0.0079063,                   0,             0.98112,             0.96875,             0.98106,             0.80568,            0.018385,           0.0046388,                   0,           0.0015107,           0.0015107,           0.0015107
                 345,            0.034158,           0.0086098,                   0,             0.98095,             0.96875,             0.98106,             0.77111,            0.019992,           0.0046334,                   0,            0.001486,            0.001486,            0.001486
                 346,            0.030027,           0.0092722,                   0,             0.98114,             0.96875,             0.98106,              0.7715,            0.020609,           0.0046662,                   0,           0.0014612,           0.0014612,           0.0014612
                 347,            0.028374,           0.0075685,                   0,             0.98126,             0.96875,             0.98113,             0.79825,            0.019347,           0.0046391,                   0,           0.0014365,           0.0014365,           0.0014365
                 348,            0.027902,           0.0073199,                   0,             0.98126,             0.96875,             0.98113,             0.79825,            0.019347,           0.0046391,                   0,           0.0014117,           0.0014117,           0.0014117
                 349,            0.029402,           0.0081077,                   0,             0.98112,             0.96875,             0.98113,             0.79652,            0.018809,            0.004642,                   0,            0.001387,            0.001387,            0.001387
                 350,            0.031591,           0.0080613,                   0,             0.98104,             0.96875,             0.99072,             0.81504,            0.019407,           0.0046084,                   0,           0.0013622,           0.0013622,           0.0013622
                 351,            0.028792,           0.0075386,                   0,             0.98146,             0.96875,             0.98163,             0.78126,            0.019304,            0.004673,                   0,           0.0013375,           0.0013375,           0.0013375
                 352,            0.030105,           0.0083059,                   0,             0.98146,             0.96875,             0.98163,             0.78126,            0.019304,            0.004673,                   0,           0.0013128,           0.0013128,           0.0013128
                 353,            0.030258,           0.0083102,                   0,             0.98155,             0.96875,             0.98163,             0.77732,            0.019511,           0.0046914,                   0,            0.001288,            0.001288,            0.001288
                 354,            0.030987,           0.0082989,                   0,             0.98176,             0.96875,             0.98113,              0.7858,            0.018375,           0.0046606,                   0,           0.0012633,           0.0012633,           0.0012633
                 355,             0.03058,           0.0090131,                   0,             0.98177,             0.96875,              0.9809,             0.78063,            0.018485,           0.0046983,                   0,           0.0012385,           0.0012385,           0.0012385
                 356,            0.029131,           0.0079393,                   0,             0.98177,             0.96875,              0.9809,             0.78063,            0.018485,           0.0046983,                   0,           0.0012138,           0.0012138,           0.0012138
                 357,            0.031315,           0.0073378,                   0,             0.98206,             0.96875,             0.99099,             0.77778,            0.019343,           0.0046769,                   0,            0.001189,            0.001189,            0.001189
                 358,            0.030452,           0.0068431,                   0,             0.98202,             0.96875,             0.99131,              0.7798,            0.019058,           0.0046819,                   0,           0.0011643,           0.0011643,           0.0011643
                 359,            0.033757,           0.0073735,                   0,             0.98211,             0.96875,             0.99143,             0.78442,            0.018447,           0.0047455,                   0,           0.0011395,           0.0011395,           0.0011395
                 360,             0.02848,           0.0084857,                   0,             0.98211,             0.96875,             0.99143,             0.78442,            0.018447,           0.0047455,                   0,           0.0011148,           0.0011148,           0.0011148
                 361,            0.033037,           0.0063995,                   0,              0.9821,             0.96875,             0.99184,             0.77612,            0.018215,           0.0047476,                   0,             0.00109,             0.00109,             0.00109
                 362,            0.029432,           0.0081227,                   0,             0.98206,             0.96875,             0.99197,             0.78188,            0.018461,           0.0047702,                   0,           0.0010653,           0.0010653,           0.0010653
                 363,            0.032827,           0.0087836,                   0,             0.98203,             0.96875,             0.99184,              0.7585,            0.019311,           0.0048129,                   0,           0.0010405,           0.0010405,           0.0010405
                 364,            0.032029,           0.0095633,                   0,             0.98203,             0.96875,             0.99184,              0.7585,            0.019311,           0.0048129,                   0,           0.0010158,           0.0010158,           0.0010158
                 365,             0.03307,           0.0079499,                   0,             0.98212,             0.96875,             0.99184,             0.75664,            0.019771,           0.0047923,                   0,            0.000991,            0.000991,            0.000991
                 366,            0.028655,            0.007206,                   0,             0.98217,             0.96875,             0.99184,             0.76794,            0.019203,           0.0046865,                   0,          0.00096625,          0.00096625,          0.00096625
                 367,            0.034348,           0.0087302,                   0,             0.98219,             0.96875,             0.99184,             0.77451,            0.019831,           0.0046627,                   0,           0.0009415,           0.0009415,           0.0009415
                 368,            0.030527,           0.0077234,                   0,             0.98219,             0.96875,             0.99184,             0.77451,            0.019831,           0.0046627,                   0,          0.00091675,          0.00091675,          0.00091675
                 369,             0.03293,           0.0087179,                   0,             0.98224,             0.96875,             0.99132,              0.7572,             0.02054,           0.0046488,                   0,            0.000892,            0.000892,            0.000892
                 370,              0.0291,           0.0077854,                   0,             0.98229,             0.96875,             0.99132,             0.76127,            0.020643,           0.0046506,                   0,          0.00086725,          0.00086725,          0.00086725
                 371,            0.030038,            0.009688,                   0,             0.98218,             0.96875,             0.99156,             0.77391,            0.020265,           0.0046633,                   0,           0.0008425,           0.0008425,           0.0008425
                 372,            0.029889,           0.0077213,                   0,             0.98218,             0.96875,             0.99156,             0.77391,            0.020265,           0.0046633,                   0,          0.00081775,          0.00081775,          0.00081775
                 373,             0.02894,           0.0085291,                   0,             0.98206,             0.96875,             0.99143,             0.75778,            0.020071,           0.0046723,                   0,            0.000793,            0.000793,            0.000793
                 374,            0.026788,           0.0079093,                   0,             0.98198,             0.96875,             0.99116,             0.76041,            0.019346,           0.0046623,                   0,          0.00076825,          0.00076825,          0.00076825
                 375,            0.034792,           0.0080462,                   0,             0.98198,             0.96875,             0.99053,             0.75955,            0.019587,           0.0046666,                   0,           0.0007435,           0.0007435,           0.0007435
                 376,            0.030857,            0.006864,                   0,             0.98198,             0.96875,             0.99053,             0.75955,            0.019587,           0.0046666,                   0,          0.00071875,          0.00071875,          0.00071875
                 377,            0.031072,           0.0069662,                   0,             0.98197,             0.96875,             0.99095,             0.75574,            0.020096,           0.0046768,                   0,            0.000694,            0.000694,            0.000694
                 378,            0.029333,            0.007433,                   0,             0.98186,             0.96875,             0.99095,              0.7527,            0.019579,           0.0046611,                   0,          0.00066925,          0.00066925,          0.00066925
                 379,            0.032516,           0.0084364,                   0,             0.98186,             0.96875,             0.99067,             0.78607,            0.019194,           0.0046478,                   0,           0.0006445,           0.0006445,           0.0006445
                 380,            0.031454,           0.0089623,                   0,             0.98186,             0.96875,             0.99067,             0.78607,            0.019194,           0.0046478,                   0,          0.00061975,          0.00061975,          0.00061975
                 381,            0.028889,           0.0060458,                   0,             0.98179,             0.96875,             0.99067,             0.78715,            0.018925,           0.0046449,                   0,            0.000595,            0.000595,            0.000595
                 382,            0.028203,           0.0087619,                   0,             0.98181,             0.96875,             0.99067,             0.79073,            0.018902,           0.0046521,                   0,          0.00057025,          0.00057025,          0.00057025
                 383,            0.027479,            0.007844,                   0,             0.98188,             0.96875,             0.99067,             0.77492,            0.019486,           0.0046653,                   0,           0.0005455,           0.0005455,           0.0005455
                 384,            0.030868,           0.0079545,                   0,             0.98188,             0.96875,             0.99067,             0.77492,            0.019486,           0.0046653,                   0,          0.00052075,          0.00052075,          0.00052075
                 385,              0.0247,           0.0062741,                   0,             0.98175,             0.96875,             0.99067,             0.77102,            0.019778,           0.0046697,                   0,            0.000496,            0.000496,            0.000496
                 386,            0.030132,           0.0087989,                   0,             0.98178,             0.96875,             0.99067,              0.7798,            0.019722,            0.004659,                   0,          0.00047125,          0.00047125,          0.00047125
                 387,            0.029656,           0.0078328,                   0,             0.98183,             0.96875,             0.99093,             0.77727,            0.019378,           0.0046554,                   0,           0.0004465,           0.0004465,           0.0004465
                 388,            0.027552,           0.0086171,                   0,             0.98183,             0.96875,             0.99093,             0.77727,            0.019378,           0.0046554,                   0,          0.00042175,          0.00042175,          0.00042175
                 389,            0.032217,            0.008457,                   0,             0.98183,             0.96875,              0.9908,             0.77722,            0.019049,           0.0046541,                   0,            0.000397,            0.000397,            0.000397
                 390,            0.028347,           0.0078298,                   0,             0.98202,             0.96875,              0.9908,             0.77749,            0.018882,           0.0046457,                   0,          0.00037225,          0.00037225,          0.00037225
                 391,            0.026497,           0.0088168,                   0,             0.98198,             0.96875,              0.9908,             0.77379,            0.018579,           0.0046491,                   0,           0.0003475,           0.0003475,           0.0003475
                 392,            0.028758,           0.0073494,                   0,             0.98198,             0.96875,              0.9908,             0.77379,            0.018579,           0.0046491,                   0,          0.00032275,          0.00032275,          0.00032275
                 393,            0.027822,           0.0083676,                   0,             0.98208,             0.96875,              0.9908,             0.77158,            0.018322,           0.0046487,                   0,            0.000298,            0.000298,            0.000298
                 394,             0.03109,           0.0073021,                   0,             0.98215,             0.96875,              0.9908,             0.77315,            0.018005,           0.0046391,                   0,          0.00027325,          0.00027325,          0.00027325
                 395,              0.0278,           0.0079877,                   0,             0.98221,             0.96875,              0.9908,             0.77381,             0.01785,           0.0046391,                   0,           0.0002485,           0.0002485,           0.0002485
                 396,            0.024216,           0.0073958,                   0,             0.98221,             0.96875,              0.9908,             0.77381,             0.01785,           0.0046391,                   0,          0.00022375,          0.00022375,          0.00022375
                 397,            0.029551,           0.0080985,                   0,             0.98216,             0.96875,              0.9908,             0.77316,            0.017681,            0.004646,                   0,            0.000199,            0.000199,            0.000199
                 398,            0.026682,            0.007583,                   0,             0.98219,             0.96875,              0.9908,             0.77315,            0.017794,           0.0046463,                   0,          0.00017425,          0.00017425,          0.00017425
                 399,            0.029187,           0.0079909,                   0,             0.98214,             0.96875,             0.99067,             0.76992,            0.017896,           0.0046613,                   0,           0.0001495,           0.0001495,           0.0001495
